name,english
201005_9,it wasn't one of my favorite movies but umm i'd probably give it a two but two out of five stars but umm if you haven't seen the movie maybe you want to rent it before you you stutter purchase it but you can probably get it for ten dollars because it's been out for a little bit again this is
201582_0,hi i'm here to review the movie the babe starring john goodman
201582_1,this tells the story of babe ruth from his uhh rough beginnings as a incorrigible little boy dumped by his parents into a baltimore orphanage
201582_10,he was a gifted athlete he had
201582_11,athlete he had a barrel chest and legs
201582_12,we get the impression of him that he was this behemoth his entire life because most of the pictures we have of babe ruth are from his later years in life
201582_2,while he is at stutter orphanage his life is pretty miserable as the kids tease him for his body type and uhh the brothers uhh the religious order back then believed in corporal punishment and got away with it
201582_3,he grew up to be a strong athlete
201582_4,was signed by the baltimore orioles
201582_5,uhh when he showed a little bit of talent he was sold to the boston red sox who eventually sold him to the new york yankees
201582_6,uhh leading to the one of the great curses in baseball the curse of the bambino where the red
201582_7,bambino where the red sox didn't win the world series for ninety some years
201582_8,umm but i find while the story of babe ruth is umm a a stutter very good story of a young man making something of himself umm the portrayal by john goodman babe
201582_9,babe ruth was not a fat pig slob
202431_0,hi
202431_1,{lg} i'm here to review the movie the door in the floor starring jeff bridges and kim basinger
202431_2,this is a very disturbing melodrama about a uhh estranged couple i guess i mean they still live together but they are umm very distant from each other
202431_3,jeff bridges plays a children's author and in the beginning of the movie he hires a summer intern to help him
202431_4,uhh the young man is probably age
202431_5,he comes into uhh to try to help jeff bridges but like i said jeff bridge's character is very bizarre and kim character is very bizarre
202431_6,this movie goes on to attempt to explain their weird behavior umm but it is there are some very disturbing scenes in this movie and it is uhh kind of difficult to understand and then really wonder why it was made
202810_0,hi i'm liz and i'm here to talk about the great new wonderful it's
202810_1,it's not that great or that wonderful actually
202810_10,colbert report sorry
202810_11,it's it's stutter they're all good in their individual ways and yet it doesn't add up to much
202810_12,and i think that's the problem this movie it doesn't really leave you with anything
202810_13,so not recommended
202810_2,the thing about the great new wonderful is it's an independent movie but independent movies that's been around for a while
202810_3,and they can't trade on cute and quirky anymore they need to have some meat to them there's not
202810_4,them there's not a lot of substance to this movie it's just sort of following a trail of people that are sort of connected to each other through other characters in the movie and there's not a lot of payoff at the end umm
202810_5,i think some of the story some of the stutter storylines are tired out there's there's stutter a psychiatrist who's driving his patient crazy you know by analyzing him too much i mean we
202810_6,much i mean we never we never stutter heard that joke before and umm there's just strange things that don't seem to really mean anything or make any sense and i think we've moved past that especially independent film needs to have more to it than just oh look at all this chaos
202810_7,yeah life is chaos life is boring we know that it needs to
202810_8,that it needs to be something some art to it and there's not a lot of art to this movie i don't think
202810_9,umm you've got you've got stutter a great cast maggie tony edie falco from the sopranos stephen colbert obviously the colbert report umm
202826_0,hello expo tv uhh i'm
202826_1,tv uhh i'm here today to review the movie michael clayton currently in theaters umm
202826_10,so uhh i give the movie two out of five stars
202826_11,george clooney does alright
202826_12,and i don't know it makes you think a little bit but most of the time you're just thinking i wish i didn't watch this movie
202826_13,so save your money and go see something else
202826_14,until next time
202826_2,if you're like most people including myself you probably will not enjoy this movie because i most definitely did not
202826_3,most people would call it a law thriller uhh
202826_4,kind of like john grisham kind of books but maybe more along the lines of like a two thousand page john grisham book
202826_5,uhh it's just it's far too long if
202826_6,long if you even look at the other expo tv reviews about this movie even the people that like the movie all seem to agree the movie's way too long uhh
202826_7,the movie stars john grisham i mean {lg} the movie stars george clooney as michael clayton and uhh he actually he does a pretty decent job and uhh anyways michael clayton is uhh the fixer of the law firm uhh takes care of all the messy messy stutter corporate cases
202826_8,and also kind of complicating this is the fact that his personal life sort of unraveling with gambling and family problems and all sorts of things and basically he gets to the point where he just gets completely sick of fixing everyone's mistakes and it just kinda compounds and uhh i don't wanna ruin it for you but
202826_9,hopefully you're not gonna see it anyway because it sucks
202990_0,today what i'd like to review is the movie michael clayton starring george clooney as michael clayton
202990_1,uhh i'd like to state that this is michael clayton who is the fixer of uhh court cases and not michael clayton the wide receiver for the tampa bay buccaneers
202990_10,this movie i don't know i i stutter kinda i i stutter started to zone out because the movie seemed like it lasted so long
202990_11,i had to look it up online cause i couldn't even tell you it
202990_12,tell you it said it's two and a half hours long
202990_13,honestly when you're in the theater it's going to seem like about six to eight
202990_14,the movie never ends
202990_15,it's like it drags on and it's one of those movies where you really have to be thinking the whole time so when all you're thinking about is god when is this gonna end it's hard to concentrate on the movie which is why i got really confused towards the middle and the end
202990_16,started off okay but i think the movie got progressively worse
202990_2,you go into it thinking it's a football movie uhh you're definitely going to be in for a little surprise
202990_3,this movie i did not enjoy whatsoever
202990_4,it was extremely long and boring to me it was like a
202990_5,to me it was like a courtroom a courtroom drama type movie which i definitely would not recommend but that's just my taste you might enjoy it
202990_6,so basically the story is about this guy named michael clayton who is a fixer and i wouldn't really say that he enjoys his job but i definitely think he's good at it and
202990_7,good at it and he's got some family problems
202990_8,uhh he's divorced
202990_9,he's not doing so hot uhh cash wise in the beginning umm
206049_0,hi expo tv this is and i am going to be reviewing fred claus i have to
206049_1,claus i have to say even though i knew i was going to hate it i was not proven wrong i mean it was a really horrible movie
206049_2,vince vaughn plays santa claus' nicolas claus' brother the quote on quote black sheep of the family and apparently due to some saint mythology the family and spouses of a saint do not ever die or grow old so vince vaughn is preserved even as it's hundred of years later he appears to be the same age and he's dating rachel weisz who i have no idea why she was even in the film i though she
206049_3,the film i though she does a lot better films than this sort of one and even though it's a horrible holiday film i maybe this could be good but no it was bad the jokes
206049_4,bad the jokes weren't funny they were really cliche you know a lot of elf jokes and anyway i just don't recommend it if
206051_0,hi this
206051_1,hi this is vasily and i am going to be reviewing mr wonder
206051_10,her usually i don't know why she did this movie and dustin
206051_11,this movie and dustin hoffman with a lisp you know is not a pretty sight so
206051_12,pretty sight so i don't think this movie was good for kids or adults and
206051_13,adults and i think everyone will be really really bored so
206051_14,really bored so unfortunately i have to give it a zero out of ten it was the
206051_15,of ten it was the worst movie i think i've ever seen in my whole life so
206051_2,wonder emporium
206051_3,and after just seeing a horrible movie for a class i thought maybe i'll go see a better movie maybe mr
206051_4,wonder emporium will be better but {lg} i
206051_5,be better but {lg} i have to say it was like five percent worse i have
206051_6,worse i have no idea what that movie was about
206051_7,you know i think it was trying to emulate willie and the chocolate factory but it really just didn't make sense it was
206051_8,make sense it was just a very imaginative very boring movie starring dustin hoffman and natalie portman and you
206051_9,portman and you know natalie portman i like her usually i don't know
206376_0,hi expo tv i'd like to review a movie currently in theaters that i saw
206376_1,this was the movie fred claus starring vince vaughn
206376_2,umm this is pretty much your typical holiday movie
206376_3,i wouldn't go to this expecting anything extravagant or mind blowing
206376_4,it's gonna be some cheap laughs uhh crummy plot and that's about it i
206376_5,i wouldn't expect much more i mean it's christmas time they have to come
206376_6,time they have to come out with these movies it seems like
206376_7,kind of disappointing that vince vaughn is in it cause i thought he was funnier than that but if
206376_8,that but if you can get over the fact that it is a holiday movie you might actually enjoy it sort of
206376_9,as you may or may not know the plot is of santa claus' brother umm is also privileged to live forever like santa and that's pretty much all you need to know
206507_0,hello my name is sarah and i will be doing the video review for the movie josie and the
206507_1,uhh basically i really did not like this movie at all
206507_10,i just again really just did not like this movie i don't
206507_11,this movie i don't recommend it for people and the actors on this movie they didn't really do a good job either it was you
206507_12,either it was you know kind of expected as well these you
206507_13,as well these you know girls that played in this movie just they didn't really do a good job so
206507_2,umm i felt it was kinda cheesy
206507_3,umm of course i had low expectations at that and hose expectations weren't even met so
206507_4,even met so you know to recommend this movie you know i really wouldn't
206507_5,i i stutter found one thing about this movie that i thought was kind of interesting how umm these record companies put uhh subliminal messages in music to push products to get people to buy certain things umm
206507_6,umm that part of the movie was pretty cool but umm for the most part you know it was again it was too cheesy for me you
206507_7,you know umm it was actually expected to be kind of corny
206507_8,so i really wouldn't recommend this this stutter movie to anybody
206507_9,no i mean basically the movie was just you know trying to put you know just
206585_0,hello my name is sarah and i will be doing my video opinion on the movie shall we dance uhh starring jennifer lopez richard gere and susan sarandon
206585_1,you know i really didn't enjoy this movie at all uhh it was kinda boring for me umm it kinda felt as if there were parts in there they just put in there to kinda pass the time on umm
206585_2,basically the movie is about umm richard character and him being a workaholic
206585_3,umm he's looking for some some stutter extra sizzle to add into his life and he meets up with a dance instructor who is played by jennifer lopez and basically she convinces him to sign up for some ballroom lessons
206585_4,he gets into it he enjoys it a lot but he's still keeping a secret from his family so he is trying to cope with having this this stutter you know exciting moment added to his life and trying to keep it from his family so he's trying to figure out how to balance everything and you know i mean the dance scenes in here i felt were fantastic i thought jennifer lopez did a fantastic job and the girl really can dance umm as as stutter far as that goes that's pretty much it i think the
206585_5,it i think the movie was horrible it was kinda boring but uhh if you like to see some dancing then hey pick it up if not i
206606_0,hi my name is will and this is my video opinion of the movie catwoman starring halle berry
206606_1,it's a edition uhh which means you get some special features including two documentaries the many faces of catwoman profiles the stutter evolution of the character
206606_10,candy but to me that wasn't enough to make a great film
206606_2,umm you get an exciting alternative ending in the stutter additional scenes as well
206606_3,umm i thought that catwoman was horrible
206606_4,uhh quite honestly i thought that the big budget you know film it should have the you know computer generated images should have worked more seamlessly with the stunts and things like that i thought
206606_5,that i thought that it was uhh it relied too too stutter much on the
206606_6,i didn't umm you know i didn't really like the way that they made her come back to life i
206606_7,i thought you know it you know while it did stay true to its origin it's just when she did come back i thought her powers were a little unreal for me
206606_8,umm i just you know just didn't really enjoy it
206606_9,her costume of course was great that was one of the highlights having halle berry in the movie you know getting some eye candy but
207812_0,hey expo tv this is victor and i have for you a review on this movie entitled crazy beautiful
207812_1,it's got uhh kirsten dunst and jay hernandez and it's a really good movie it's
207812_2,it's umm primarily targeted towards like the teenager kind of audience but the cool thing about this movie is that it has a really cool soundtrack
207812_3,umm and and stutter it also features one of my all time favorite bands oskar in the movie so
207812_4,so i thought that was really cool
207812_5,but it's a really cool movie because it's very it's very stutter real you know you can
207812_6,you know you can tell umm i mean stutters you really start to believe in these characters that they're going through these uhh experiences and stuff and i know that a lot of teenagers in high school can relate to this
207812_7,it's got you know a lot of real kind of stuff you know i i stutter definitely relate to it and so umm chicago tribune gave it three stars but i'm giving it five stars
207812_8,it's just i i i stutter enjoyed the movie i'm not gonna lie i know
207812_9,i know it's kind of cheesy but
208148_0,my name is sarah and i will be doing my video opinion of the movie bring it on again uhh
208148_1,it's the sequel to the first one umm basically i really did not like this movie at all umm
208148_10,i mean i that stutter you know again to me it it stutter was kind of boring it just you know didn't really enthuse me at all
208148_11,you know i was kind of hoping for a little more excitement like the first one
208148_2,i you know it was of course expected being that it was a straight to movie
208148_3,umm i think it was kind of corny you know i mean some of the the stutter jokes in here were just outrageously you know dumb for me
208148_4,it you know i mean i guess basically if you like cheerleading and you know it's something that you do yourself pick up the movie but
208148_5,the movie but you know i it was not my favorite at all it was
208148_6,at all it was basically about umm two girls going to college and joining umm one of the you know great qualifying uhh cheer teams in the country
208148_7,and basically they didn't like how things were going so they decided to start their own cheer team
208148_8,and you know then there was a competition that they had to compete for that school because that you know school could only have one cheer team it couldn't have two so
208148_9,have two so they go through different things of you know trying to start their own team umm you know doing their own pretty much starting from scratch where the first form had already been there
208299_0,hi my name is mike and i'm here to do a movie review for thirty days of night which is a moderately new uhh film that's still in theaters and it stars josh hartnett
208299_1,umm my wife and i saw it uhh believe it was two weeks ago and uhh it was pretty terrible it was
208299_10,uhh there was hardly any suspense and just overall uhh not a good film so
208299_2,terrible it was not a good film uhh whatsoever uhh
208299_3,uhh the main reason behind it was uhh there just really wasn't a lot of action the colors were pretty drab
208299_4,uhh even though it was set in alaska during a period uhh in which you get constant night umm everything just seemed to not flow really well the plot was kind of boring and they really
208299_5,boring and they really didn't do a lot with the uhh with the new slant on everything that they were going for which was having the vampires be uhh the bad guys in this uhh horror movie
208299_6,umm just overall the flow was awful uhh the audience seemed to not enjoy really anything as well as if uhh me or my wife didn't enjoy anything
208299_7,halfway through the film uhh uhh quite a few people left because they were pretty bored
208299_8,and uhh just overall it wasn't really enjoyable the acting
208299_9,enjoyable the acting was pretty stiff and stilted
208322_0,hi my name is mike and this is my review for mr
208322_1,mr wonder emporium and uhh this was a film that we took our two year old to uhh just a couple days ago
208322_10,so definitely pass on mr wonder
208322_11,wonder emporium uhh
208322_12,uhh save your money and rent uhh the classic willy and you'll enjoy uhh the experience a whole lot better and
208322_13,better and my name is mike that's been my movie review thank
208322_2,umm it's probably one of the worst films uhh i've seen probably in the last five or six years
208322_3,umm the main reason why was there wasn't much of a plot but it was pretty boring uhh not not
208322_4,boring uhh not not stutter really a lot of interesting things uhh seemed to occur during the uhh during the show
208322_5,umm one of the things that was uhh kind of interesting is it seems to be a cross between willy and uhh and some other christmas style movies uhh in which they're just hoping to kind of show you some uhh interesting colorful scenery uhh and have a toy store in which you walk by things and things pop out and weird stuff happens
208322_6,but uhh that just after maybe a minute or two of that and it becomes you become used to it you're just really not interested in seeing any more of that
208322_7,dustin hoffman uhh is kind of bizarre uhh cast as this uhh particular person and natalie portman seems to just be sleepwalking through the role uhh stutter
208322_8,stutter everybody involved in this movie uhh seems to just be cashing a paycheck it's a
208322_9,paycheck it's a horrible terrible film and so i i stutter can't uhh recommend it whatsoever
208416_0,hey expo this is
208416_1,expo this is jennifer and today i'm reviewing gladiator
208416_10,haven't seen it but this is definitely a movie that you can enjoy it's a
208416_11,enjoy it's a little bit long but there's a lot action and it will really just draw you in and the time will go by quickly
208416_12,the of course has deleted scenes and the director's commentary always fun to see these things and
208416_13,and it's overall just a good movie i'd give it
208416_14,good movie i'd give it five stars
208416_15,definitely fun to watch
208416_16,enjoyable and a escape from reality so
208416_2,this is an epic movie about a man who was a general in an army and
208416_3,in an army and the man is played by russell crowe who is just very macho in this movie and does an excellent job playing the role
208416_4,he is a general in the army and he comes home and he finds that his village has been destroyed his home has been destroyed and his wife and chilled child stutter killed
208416_5,so he goes about to exact his revenge and instead is captured and becomes a slave
208416_6,he is forced to become a gladiator for the empire and this is a movie about personal triumph and even though your body can be captured by someone your spirit adheres and that it's how it's how stutter you choose to live your life no matter what your circumstances are
208416_7,russell crowe excels in this role and it just makes you want to stand up and cheer for him when you're watching this and you see what he goes through and what he overcomes
208416_8,in the back in the sub ground there are different scenarios that are playing out with the king and his sister and things that are going on there to watch i don't want
208416_9,to watch i don't want to give it away in case you haven't seen it but this
208592_0,hi my name is and today i'm reviewing the movie which is currently running in theaters uhh nationwide now
208592_1,nationwide now is an indian movie it's actually a production and the uhh nowadays uhh some indian movies do show up in the us theaters
208592_10,i just lost three hours of my time for nothing
208592_2,now about
208592_3,i do not have good words for this movie uhh i
208592_4,uhh i think it's like one of the worst movies i've ever seen
208592_5,uhh well the the stutter thing is that it stars this new guy who's son of the old heroes so it's kind of his stutter launch in you know home production
208592_6,so it's uhh the story goes like you know there's uhh this new singer dancer at a bar which is in the call girl area or the red light area kind of thing and he falls in love with this girl but this girl is in love with some other person so you know the story is whether he'll actually get the girl or not and you know how he pursues that
208592_7,umm the only good thing about this movie are the songs and the dances so if you're
208592_8,dances so if you're a fan of indian songs and the dances that go along with it you may want to watch this movie but otherwise i'll just rate this movie one out of five
208592_9,was bad bad stutter part of new york actually you know going to the movies
209354_0,what's up expo this is adam here again and i'm reviewing underworld this
209354_1,this is the special edition i find it to be very entertaining in much less than the full screen actually
209354_10,evolution it's all good everything's good in this movie pick it
209354_11,movie pick it up as soon as you can later
209354_2,but a little bit about this movie it has retaken the idea of vampires and and they have them pitted against each other in a more in a stutter mortal battle they're
209354_3,they're fighting each other for wars on end and then this movie they the main plot is about a uhh is about a guy who is a descendant of one of these great great stutter ancestors and he hold the key to a more higher power within his blood so
209354_4,blood so a little bit about that is just the i mean i'm not gonna reveal too much about the movie but
209354_5,about the movie but underworld it's definitely gonna get five out of five stars this movie
209354_6,stars this movie is full of action intensity i really like what they do with the vampires and the everyone's
209354_7,and the everyone's got their own little spinoff this one
209354_8,spinoff this one this one stutter has a good spinoff of them so you're not gonna be disappointed by that
209354_9,so underworld give it five out of five stars look for the sequel underworld evolution it's all
209758_0,hello my name is sara and i will be doing my video opinion on the classic elf umm starring the wonderful comedian will ferrell
209758_1,this movie's basically about a child who was found in a convent and snuck into santa bag was taken back to the north pole and had uhh been raised by elves so basically
209758_10,really cool he's going through all these different things he
209758_11,things he decides to work at a toy store
209758_12,umm this is just really cool and this what i like about this is that it gives you an option it gives you two
209758_13,an option it gives you two discs umm which one is for and one is for full screen which is
209758_14,screen which is great i think umm you know someone who really doesn't i don't really like so i'm great that it gives me an option so
209758_15,option so again i really think you should pick it up this movie is
209758_2,elves so basically he lived his whole life you know umm thinking he was an elf of course he
209758_3,an elf of course he was the tallest kid like
209758_4,like he couldn't fit in the seats you know he always outgrew all the other elves so he always had wondered you know why was he so different
209758_5,so he finds out that he umm has a dad somewhere else uhh and he travels to new york city
209758_6,this movie is is stutter definitely hilarious umm
209758_7,umm it goes through the you know different things that he had experienced being in new york
209758_8,umm experiencing you know a whole new life change
209758_9,which i thought was you know really cool he's going through
209775_0,alright so next up we've got chicago
209775_1,academy award for best picture winner of two thousand and two which it definitely should not have won the oscar
209775_10,so i give this a half a star out of five and again i think the oscar should have gone to gangs of new york but
209775_2,won the oscar should have gone to gangs of new york uhh scorsese's masterpiece or one of his masterpieces i think with uhh some other great movies taxi driver and goodfellas which i think a lot of people love more but chicago i thought was a terrible movie uhh
209775_3,uhh i like uhh i think the performers are good performers richard gere and uhh catherine zeta jones and rene i find
209775_4,and rene i find the ladies very attractive uhh and very talented actresses i just didn't like them very much in this to me
209775_5,this to me this was like a made for tv stutter movie they were trying too hard to try and reinvent the hollywood musical and it just fell flat i think the
209775_6,flat i think the choreography a lot of very hard work went into it but as a piece of entertainment i personally did not enjoy it
209775_7,i thought that uhh you know umm it's just overdone dumb silly ridiculous i thought the
209775_8,ridiculous i thought the lighting was unbelievable i thought the style was uhh hokey and contrived i
209775_9,i thought the story line was a little too uhh too uhh too much so
20LfN8ENbhM_0,interested in this opportunity and passionate about the industry that he wants to be able to join
20LfN8ENbhM_1,therefore he can add value and be a great fit for this organization
20LfN8ENbhM_2,now you want to make sure that you practice practice practice this
20LfN8ENbhM_4,it is almost guaranteed that you're going to get a question similar to this one so you want to make sure that you're selling what the interviewer is buying
20LfN8ENbhM_5,think about what they'll be interested in by really understanding the job description and the traits that they're looking for in the job description
20LfN8ENbhM_6,make sure you focus on those strengths your
210238_0,hi it's jason and i'll be doing a review on the movie delta farce coming right up
210238_1,up thank you
210238_10,this movie i found this movie absolutely dumb it just it just
210238_11,dumb it just it just stutter wasn't good nothing worked
210238_12,umm these aren't my three favorite comedians umm
210238_13,umm the movie's rated thirteen
210238_14,umm it's eighty minutes eighty nine stutter minutes long and it was it was stutter umm filmed in two thousand seven it was completed and released so that tells you a lot about how how stutter good this movies i remember when it came out at the movie theaters it wasn't a hit at all umm
210238_15,umm and also costars danny trejo umm but that's about it i mean i don't wanna give away too much but i had a hard time sitting through this i
210238_16,through this i stutter just i didn't find it funny i actually found it really stupid and as you can see in the background it's just a menu with some small clips from the movie
210238_17,but if you're thinking about buying this movie i probably think twice again so again
210238_18,so again this is for delta farce thank you
210238_2,hi it's jason and i'll continue my review on delta farce umm
210238_3,umm basically it's a stutter comedy that stars three different people it stars larry the cable guy and bill and stutter
210238_5,stutter qualls umm basically
210238_6,umm basically they are umm some army they are mistaken to being army reserve troops
210238_7,and they're stutter away to what they thought was iraq but what end up happening is they drop them off in mexico instead and they try to liberate mexico
210238_8,umm this is by umm the blue collar comedy tour director harry and stutter as some of you may know from the the umm touring for the blue collar comedy tour umm
210238_9,umm if you like these three people you might like this movie i found
210259_0,hi my name is and today i'm reviewing the movie lions for lambs which is currently playing in theaters nationwide
210259_1,now lions for lambs has a great star cast it
210259_10,and you see go watch his new movie and it's it's stutter you know crap it's it's
210259_11,crap it's it's stutter not at all good i'm sorry for the words but that's what the movie is
210259_12,and uhh i rate this movie one out of five if i had
210259_13,out of five if i had a chance of putting it zero so you know it's d if i get
210259_14,d if i get a chance of f i'll give a f i'll give it a zero but
210259_15,it a zero but anyways i'll give it a one
210259_16,do not go in theaters to watch this movie this uhh movie's no good i
210259_17,good i mean only if you have an additional two hours in your life that you have nothing to do go watch that movie
210259_2,cast it stars robert redford tom cruise meryl stutter streep and you know that's about it that's the only good thing about the movie there's nothing else that is good about this movie and i'll tell you why so
210259_3,tell you why so stutter so tom cruise is a senator and uhh meryl streep is a uhh reporter from one of the newspapers or magazine or tv that i'm not very sure but she's she's stutter a reporter
210259_4,so one of the scenes is going on in tom office where the reporter and tom cruise are talking to each other
210259_5,the other scene is back in afghanistan and there's a platoon of you know the army the marines who are kind of fighting and the third is actually a philosophy professor who's talking to his student in his office
210259_6,and stutter all the three of the you know all the three scenes are kind of related to each other because they're talking about why did the us go to war with afghanistan and iraq and what was the reason and what can be done now and stutter you know whatever they talk about it's they try to make a stutter drama out of it a dramatic movie out of it but really doesn't make sense you know stutter
210259_7,stutter everyone that i've talked to i saw the movie i hated it
210259_8,everyone i talks to said that it did not make any sense you know
210259_9,you know with all these star casts these stutter star collectors in there you know that you go watch tom cruise in theaters uhh you know he hasn't been in theaters for a while now
210433_0,hey guys today we've got men in black two which is the sequel to the first men in black based on the uhh i believe it was a dark horse comic starring will smith and tommy lee jones
210433_1,and in the back we're playing just the opening scene when when stutter will smith is riding this giant worm creature through the tunnels so he can rescue the innocent citizens of new york
210433_2,and uhh this movie i thought was a very inferior sequel it was good it had some good moments some good elements to it uhh
210433_3,uhh some of the comedy was good there was still a decent chemistry between uhh will smith and tommy lee jones
210433_4,uhh rosario dawson shows up for her first blockbuster appearance umm later on she went to star in a lot of movies by edward burns and in sin city and some other movies alexander
210433_5,and umm well overall the movie just wasn't as good the props were just as interesting the design was just as uhh good the
210433_6,good the effects were stutter not quite as good i thought they could have been a bit better given the fact that it was a few years later and that uhh you know standards are continually evolving it
210433_7,it just wasn't as funny wasn't as entertaining i have to
210433_8,entertaining i have to give it two stars out of five
210618_0,hello i would like to tell you about an excellent new movie from disney and pixar and that's
210618_1,uhh it's about a little rat named remy who dreams of becoming a chef and
210618_10,umm brad garrett plays the voice of gusto i
210618_11,i love brad garret i think he's an excellent actor umm
210618_12,umm just it's it's stutter a hilarious movie i mean
210618_13,movie i mean you have to watch this movie it is so good the animation is excellent
210618_14,umm you know disney and pixar although you wouldn't expect anything but excellent and you definitely get that let me show you a quick clip this
210618_15,clip this is the kitchen of umm of
210618_16,really good movie you watch it you'll have lots of laughs
210618_17,i think you'll really enjoy it
210618_2,a chef and i mean but what restaurant will allow a rat to be a chef
210618_3,so he umm you know really thinks that he's never you know that he's not gonna go anywhere
210618_4,umm but one day he finds himself in restaurant and is
210618_5,and is a uhh famous restaurant in paris
210618_6,and there is a boy that works at uhh named linguine who can't cook at all
210618_7,umm so they team up together and they umm try to become a you know chef together
210618_8,umm will it work out though i mean can a rat actually be a chef
210618_9,so watch it a find out there's some good twists and turns in there
21137_0,hi today i'm presenting the movie that is in theaters it's
21137_1,it's called
21137_10,it's hilarious and you'll laugh your butt off i
21137_2,uhh i would give this movie a five out five and two thumbs up it
21137_3,up it is a hilarious movie i loved
21137_4,movie i loved it and i laughed my butt off while i watched it
21137_5,umm it's mostly about this guy named who is a reporter in america and he's trying to learn about the culture and stuff here and because he's so different he ends up making a fool out of himself and it's hilarious umm
21137_6,umm it's kind of in a mock documentary kind of style reality show kind of style where they follow him around with their cameras and you see the wonderful interactions he has with americans
21137_7,of course it's all a big joke but it's hilarious to see him
21137_8,and he goes to like different places and uhh and uhh country rodeos in the south and things like that
21137_9,so i definitely recommend you going and seeing the movie
211875_0,hi guys it is coach jim again i
211875_1,again i talk to you about another movie i recently watched with my son it was
211875_10,not my favorite show and i do not recommend it for anybody it was just retarded
211875_11,it has it it stutter makes no sense it kind of shift around a little bit umm
211875_2,it was uhh fred claus
211875_3,now fred claus is a show
211875_4,well if you've seen the previews you've seen the best parts of the movie
211875_5,it wasn't my favorite i actually thought the plot stunk
211875_6,the acting was horrible
211875_7,it's not one of my favorites that i've i've stutter watched it was actually one of the worst ones i've seen in a long time
211875_8,just it stutter oh my gosh it's so stutter my eleven year old son did about halfway through he was ready to go home
211875_9,okay oh me we've seen this plot millions and millions of times you know blah blah blah everybody knows you can pretty much tell what the whole movie's about just from the commercials
212532_0,hi this is a
212532_1,this is a review of good luck chuck i
212532_10,great i don't know i just i really didn't enjoy this movie i thought it was dumb
212532_2,chuck i managed to catch this at the dollar theater at my local place
212532_3,and it's a good thing i did because it's not a very good movie
212532_4,uhh basically it's about a guy who gets cursed when he's a kid by a goth girl and now every girl he meets and gets with umm will marry the next man that that stutter uhh that she meets or or
212532_5,or or stutter something it's it's stutter kind of ridiculous it's got
212532_6,ridiculous it's got dane cook as the main guy charlie it's got dan fogler as stu it's got jessica alba as uhh the love interest cam
212532_7,and umm you know she's beautiful and everything but this is it's stutter just stupid she's just
212532_8,just stupid she's just running into stuff the whole time and it's just it's ridiculous
212532_9,umm not really that funny kind of stupid umm not that great i
213327_0,hi today i am reviewing the movie scary movie
213327_1,umm it says on the box it's hilarious and outrageous
213327_10,umm the writing is bad and umm it just looks like a low budget film to me i was
213327_2,i really didn't find it that funny i think it's
213327_3,funny i think it's geared more toward umm the younger teenage preteen audience even though it's definitely not appropriate for them
213327_4,this movie takes umm horror movies and makes spoofs on them so it's actually a comedy movie
213327_5,as you can see it's playing here in the background umm it features mostly high school kids so umm hence the audience is geared towards
213327_6,i umm like i said definitely do not waste your eighty eight minutes umm umm watching this umm
213327_7,umm there are much better movies out there if
213327_8,there if you're looking for comedy then {lg} rent or buy a comedy and if you're looking for something that's going to scare you then i would definitely just rent or buy a horror movie because this movie just didn't do it for me the acting
213327_9,for me the acting is bad umm
213619_0,hey there there i
213619_1,there i have the scariest movie in a decade it's
213619_10,stutter so you should see if they survive if they die if they bleed to death if they get their heads chopped off limbs chopped off if you're into that stuff
213619_11,but check it out it's called hostel part one because there is a part two now
213619_2,decade it's called hostel
213619_3,it's unrated
213619_4,but if it was rated it would be rated r because it's really bad for you and bad for the kids and there's a lot of killings and a lot of blood and a lot of gore
213619_5,it's presented by quentin tarantino and directed by eli roth
213619_6,so if you know them they have sick minds and they like to make sick movies
213619_7,this movie first starts off as like a x rated because you see a lot of girls who has and a lot of guys ding
213619_8,so if you can get past that it's not that bad
213619_9,uhh but the movie's about how two americans go through europe and they're just trying to have a good time but they go to this hostel and eventually they get kidnapped and they get tortured tortured stutter
214095_0,hello umm
214095_1,i'm here right now reviewing the movie currently in theaters called the heartbreak kid umm
214095_10,you laugh and this one i mean you can laugh about it being so bad but uhh that's about it
214095_11,don't see this movie
214095_12,it's not a good movie
214095_13,it's incredibly predictable and carlos is in it who steals jokes
214095_14,so don't see it
214095_2,umm this movie stars ben stiller
214095_3,it's about this guy that marries this girl and while they're on his stutter while they're on their honeymoon he finds someone who he loves more or he begins to fall in love with and so it's kind of about that
214095_4,this movie's awful uhh
214095_5,it's probably the most predictable comedy i've ever seen uhh
214095_6,uhh you don't you don't stutter have to be clever to know what's about to happen umm
214095_7,most of the jokes i can put together before they were finished and it was just bad i mean ben
214095_8,just bad i mean ben stiller is usually pretty funny
214095_9,his movies aren't always don't always have the best plot but at least they make you laugh and this one
215259_0,hello expo tv i'm here to review beowulf in three d
215259_1,this movie was a little bit disappointing to me uhh
215259_10,umm i kinda only recommend uhh going to see it in matinee
215259_11,umm i know you'll miss the but i would wait for the
215259_2,uhh after reading the book the classic it's obviously an amazing tale
215259_3,umm but when you go and it's adapted to film i i stutter just don't think it was done as well
215259_4,the animation was excellent
215259_5,umm it took my eyes a few minutes to adjust to the three d at the theater i was at when uhh after i adjusted i thought it looked beautiful
215259_6,umm especially the last fighting scene i thought that was the best part of the movie
215259_7,but on the overall uhh i was kinda disappointed i
215259_8,i i stutter thought it should have been a little bit deeper umm
